INC_IR_NO,INC_DATE,INC_YEAR,INC_TIME,INC_DAY_WEEK,INC_LOC_COUNTY,HUNDRED_BLOCK,INC_CITY,INC_STATE,INC_ZIPCODE,INC_PRECINCT,CIT_NUMBER,CIT_GENDER,CIT_AGE,SUBJ_AGE_GROUP,CIT_RACE,CIT_ETHNICITY,SIMPLE_SUBJ_RE_GRP,CITIZEN_CHARGE,PGP_COUNT
"202100001297668","09/08/2021","2021","11:04","Wednesday","824 Beat","4XXX West Mcdowell Road","Phoenix","AZ","85035","Maryvale/Estrella Precinct","28999","Female","21","20s","Black","Non-Hispanic","Black or African American","None","1"
"202100001403471","09/08/2021","2021","15:15","Wednesday","621 Beat","2XXX West Corrine Drive","Phoenix","AZ","85029","Desert Horizon Precinct","28961","Male","20","20s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001400753","09/08/2021","2021","08:30","Wednesday","Out of City Beat","1XXXX West Mountain View Drive","Avondale","AZ","85323","Out of City","29152","Male","37","30s","White","Hispanic","Hispanic","None","1"
"202100001400753","09/08/2021","2021","08:30","Wednesday","Out of City Beat","1XXXX West Mountain View Drive","Avondale","AZ","85323","Out of City","29153","Female","21","20s","White","Hispanic","Hispanic","None","1"
"202100001400753","09/08/2021","2021","08:30","Wednesday","Out of City Beat","1XXXX West Mountain View Drive","Avondale","AZ","85323","Out of City","24134","Male","33","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001400753","09/08/2021","2021","08:30","Wednesday","Out of City Beat","1XXXX West Mountain View Drive","Avondale","AZ","85323","Out of City","29154","Female","33","30s","White","Hispanic","Hispanic","None","1"
"202100001400753","09/08/2021","2021","08:30","Wednesday","Out of City Beat","1XXXX West Mountain View Drive","Avondale","AZ","85323","Out of City","29155","Male","4","<20","White","Hispanic","Hispanic","None","1"
"202100001400414","09/08/2021","2021","03:45","Wednesday","831 Beat","9XXX West Crown King Road","Tolleson","AZ","85353","Maryvale/Estrella Precinct","28895","Male","38","30s","White","Non-Hispanic","White","None","1"
"202100001401704","09/08/2021","2021","10:08","Wednesday","824 Beat","1XXX North 43rd Avenue","Phoenix","AZ","85009","Maryvale/Estrella Precinct","29000","Male","20","20s","White","Hispanic","Hispanic","None","1"
"202100001401361","09/08/2021","2021","08:39","Wednesday","824 Beat","4XXX West Mcdowell Road","Phoenix","AZ","85009","Maryvale/Estrella Precinct","11575","Male","23","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001400753","09/08/2021","2021","08:30","Wednesday","Out of City Beat","1XXXX West Mountain View Drive","Avondale","AZ","85323","Out of City","29147","Male","49","40s","White","Hispanic","Hispanic","None","1"
"202100001400753","09/08/2021","2021","08:30","Wednesday","Out of City Beat","1XXXX West Mountain View Drive","Avondale","AZ","85323","Out of City","29157","Male","31","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001400219","09/08/2021","2021","01:20","Wednesday","912 Beat","2XXX West Camelback Road","Phoenix","AZ","85017","Cactus Park Precinct","28960","Male","36","30s","White","Non-Hispanic","White","None","1"
"202100001401646","09/08/2021","2021","13:30","Wednesday","726 Beat","4XXX East Van Buren Street","Phoenix","AZ","85008","Mountain View Precinct","28972","Male","21","20s","Black","Non-Hispanic","Black or African American","None","1"
"202100001400753","09/08/2021","2021","08:30","Wednesday","Out of City Beat","1XXXX West Mountain View Drive","Avondale","AZ","85323","Out of City","29150","Female","4","<20","White","Hispanic","Hispanic","None","1"
"202100001400302","09/08/2021","2021","13:06","Wednesday","631 Beat","1XXXX North 40th Street","Phoenix","AZ","85032","Desert Horizon Precinct","33317","Male","37","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001404926","09/08/2021","2021","20:19","Wednesday","932 Beat","1XXXX North 51st Avenue","Glendale","AZ","85306","Cactus Park Precinct","28922","Male","34","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001401646","09/08/2021","2021","13:30","Wednesday","726 Beat","4XXX East Van Buren Street","Phoenix","AZ","85008","Mountain View Precinct","28974","Male","14","<20","Black","Non-Hispanic","Black or African American","None","1"
"202100001401646","09/08/2021","2021","13:30","Wednesday","726 Beat","4XXX East Van Buren Street","Phoenix","AZ","85008","Mountain View Precinct","28973","Male","47","40s","Black","Non-Hispanic","Black or African American","None","1"
"202100001400753","09/08/2021","2021","08:30","Wednesday","Out of City Beat","1XXXX West Mountain View Drive","Avondale","AZ","85323","Out of City","28128","Female","22","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001400753","09/08/2021","2021","08:30","Wednesday","Out of City Beat","1XXXX West Mountain View Drive","Avondale","AZ","85323","Out of City","24229","Female","35","30s","White","Non-Hispanic","White","Criminal Misdemeanor","1"
"202100001400753","09/08/2021","2021","08:30","Wednesday","Out of City Beat","1XXXX West Mountain View Drive","Avondale","AZ","85323","Out of City","29149","Female","6","<20","White","Hispanic","Hispanic","None","1"
"202100001400753","09/08/2021","2021","08:30","Wednesday","Out of City Beat","1XXXX West Mountain View Drive","Avondale","AZ","85323","Out of City","29148","Female","7","<20","White","Hispanic","Hispanic","None","1"
"202100001400753","09/08/2021","2021","08:30","Wednesday","Out of City Beat","1XXXX West Mountain View Drive","Avondale","AZ","85323","Out of City","29146","Female","40","40s","White","Hispanic","Hispanic","None","1"
"202100001402943","09/08/2021","2021","13:57","Wednesday","812 Beat","9XXX West Palm Lane","Phoenix","AZ","85037","Maryvale/Estrella Precinct","28950","Male","27","20s","White","Hispanic","Hispanic","Traffic Civil","1"
"202100001408274","09/09/2021","2021","12:54","Thursday","821 Beat","Not Available","Not Available","Not Available","Not Available","Maryvale/Estrella Precinct","29012","Male","32","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001373027","09/09/2021","2021","19:08","Thursday","832 Beat","Not Available","Not Available","Not Available","Not Available","Maryvale/Estrella Precinct","29080","Male","16","<20","White","Hispanic","Hispanic","None","1"
"202100001406911","09/09/2021","2021","08:07","Thursday","824 Beat","4XXX West Mcdowell Road","Phoenix","AZ","85009","Maryvale/Estrella Precinct","29035","Male","47","40s","Asian / Pacific Islander","Non-Hispanic","Other","Criminal Felony","1"
"202100001406863","09/09/2021","2021","08:05","Thursday","922 Beat","3XXX West Northern Avenue","Phoenix","AZ","85301","Cactus Park Precinct","28979","Male","49","40s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001373027","09/09/2021","2021","19:08","Thursday","832 Beat","Not Available","Not Available","Not Available","Not Available","Maryvale/Estrella Precinct","29078","Male","21","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001409537","09/09/2021","2021","16:55","Thursday","932 Beat","2XXX West Bell Road","Phoenix","AZ","85308","Cactus Park Precinct","28946","Male","23","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001247689","09/09/2021","2021","18:14","Thursday","735 Beat","2XX East Earll Drive","Phoenix","AZ","85012","Mountain View Precinct","28929","Male","32","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001409537","09/09/2021","2021","16:55","Thursday","932 Beat","2XXX West Bell Road","Phoenix","AZ","85308","Cactus Park Precinct","28947","Male","21","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001373027","09/09/2021","2021","19:08","Thursday","832 Beat","Not Available","Not Available","Not Available","Not Available","Maryvale/Estrella Precinct","29081","Female","43","40s","White","Hispanic","Hispanic","None","1"
"202100001409537","09/09/2021","2021","16:55","Thursday","932 Beat","2XXX West Bell Road","Phoenix","AZ","85308","Cactus Park Precinct","28969","Female","27","20s","White","Non-Hispanic","White","None","1"
"202100001409772","09/09/2021","2021","17:15","Thursday","726 Beat","3XXX East Van Buren Street","Phoenix","AZ","85008","Mountain View Precinct","28980","Male","22","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001409537","09/09/2021","2021","16:55","Thursday","932 Beat","2XXX West Bell Road","Phoenix","AZ","85308","Cactus Park Precinct","28968","Male","35","30s","Black","Non-Hispanic","Black or African American","None","1"
"202100001365806","09/09/2021","2021","17:34","Thursday","622 Beat","1XXXX North 7th Avenue","Phoenix","AZ","85013","Desert Horizon Precinct","29057","Male","35","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001414603","09/10/2021","2021","15:50","Friday","725 Beat","2XXX East Van Buren Street","Phoenix","AZ","85008","Mountain View Precinct","29041","Male","33","30s","Black","Non-Hispanic","Black or African American","None","1"
"202100001414603","09/10/2021","2021","15:50","Friday","725 Beat","2XXX East Van Buren Street","Phoenix","AZ","85008","Mountain View Precinct","29042","Female","34","30s","White","Hispanic","Hispanic","None","1"
"202100001415911","09/10/2021","2021","20:46","Friday","633 Beat","1XXXX North 51st Street","Scottsdale","AZ","85254","Desert Horizon Precinct","29172","Male","44","40s","White","Hispanic","Hispanic","None","1"
"202100001413248","09/10/2021","2021","11:03","Friday","824 Beat","2XXX North 50th Avenue","Phoenix","AZ","85035","Maryvale/Estrella Precinct","29006","Male","38","30s","White","Hispanic","Hispanic","None","1"
"202100001421007","09/11/2021","2021","19:56","Saturday","823 Beat","4XXX West Monterosa Street","Phoenix","AZ","85031","Maryvale/Estrella Precinct","28928","Male","41","40s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001418370","09/11/2021","2021","11:30","Saturday","715 Beat","5XXX North 40th Street","Phoenix","AZ","85018","Mountain View Precinct","28976","Male","28","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001417036","09/11/2021","2021","01:30","Saturday","723 Beat","Not Available","Phoenix","AZ","85008","Mountain View Precinct","29046","Male","21","20s","American Indian / Alaskan Native","Non-Hispanic","Other","Criminal Felony","1"
"202100001417138","09/11/2021","2021","02:15","Saturday","615 Beat","1XXX East Palo Verde Drive","Phoenix","AZ","85016","Desert Horizon Precinct","29195","Female","32","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001417138","09/11/2021","2021","02:15","Saturday","615 Beat","1XXX East Palo Verde Drive","Phoenix","AZ","85016","Desert Horizon Precinct","29194","Male","18","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001418492","09/11/2021","2021","10:51","Saturday","411 Beat","Not Available","Not Available","Not Available","Not Available","South Mountain Precinct","29093","Male","Not Available","Not Available","Unknown","Unknown","Other","Criminal Felony","1"
"202100001421132","09/11/2021","2021","20:28","Saturday","825 Beat","2XXX West Indian School Road","Phoenix","AZ","85031","Maryvale/Estrella Precinct","27108","Male","44","40s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001417138","09/11/2021","2021","02:15","Saturday","615 Beat","1XXX East Palo Verde Drive","Phoenix","AZ","85016","Desert Horizon Precinct","29196","Male","19","<20","White","Hispanic","Hispanic","None","1"
"202100001418417","09/11/2021","2021","11:05","Saturday","432 Beat","4XXX East Apollo Road","Phoenix","AZ","85042","South Mountain Precinct","29036","Female","45","40s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202100001417138","09/11/2021","2021","02:15","Saturday","615 Beat","1XXX East Palo Verde Drive","Phoenix","AZ","85016","Desert Horizon Precinct","29197","Female","18","<20","White","Hispanic","Hispanic","None","1"
"202100001430055","09/12/2021","2021","17:38","Sunday","815 Beat","Not Available","Not Available","Not Available","Not Available","Maryvale/Estrella Precinct","32224","Male","22","20s","White","Hispanic","Hispanic","None","1"
"202100001426663","09/12/2021","2021","21:38","Sunday","233 Beat","2XXX East Union Hills Drive","Phoenix","AZ","85050","Black Mountain Precinct","29167","Male","37","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100001424757","09/12/2021","2021","16:03","Sunday","611 Beat","2XXX West Bethany Home Road","Phoenix","AZ","85015","Desert Horizon Precinct","29053","Female","31","30s","White","Non-Hispanic","White","Criminal Misdemeanor","1"
"202100001426463","09/12/2021","2021","21:03","Sunday","433 Beat","1XXXX South 51st Street","Phoenix","AZ","85044","South Mountain Precinct","29019","Female","47","40s","White","Non-Hispanic","White","None","1"
"202100001430055","09/12/2021","2021","17:38","Sunday","815 Beat","Not Available","Not Available","Not Available","Not Available","Maryvale/Estrella Precinct","35000","Female","21","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001416313","09/12/2021","2021","01:15","Sunday","621 Beat","1XXX West Desert Cove Avenue","Phoenix","AZ","85029","Desert Horizon Precinct","29175","Male","28","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001422175","09/12/2021","2021","01:26","Sunday","725 Beat","1XXX North 24th Street","Phoenix","AZ","85016","Mountain View Precinct","28935","Male","22","20s","White","Hispanic","Hispanic","None","1"
"202100001422488","09/12/2021","2021","02:48","Sunday","515 Beat","Not Available","Phoenix","AZ","85004","Central City Precinct","28948","Male","29","20s","White","Hispanic","Hispanic","None","1"
"202100001416313","09/12/2021","2021","01:15","Sunday","621 Beat","1XXX West Desert Cove Avenue","Phoenix","AZ","85029","Desert Horizon Precinct","29174","Male","30","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001422698","09/12/2021","2021","04:34","Sunday","432 Beat","6XXX South 46th Place","Phoenix","AZ","85042","South Mountain Precinct","29336","Male","Not Available","Not Available","White","Hispanic","Hispanic","None","1"
"202100001422698","09/12/2021","2021","04:34","Sunday","432 Beat","6XXX South 46th Place","Phoenix","AZ","85042","South Mountain Precinct","29163","Male","42","40s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001422698","09/12/2021","2021","04:34","Sunday","432 Beat","6XXX South 46th Place","Phoenix","AZ","85042","South Mountain Precinct","29335","Male","Not Available","Not Available","White","Hispanic","Hispanic","None","1"
"202100001422760","09/12/2021","2021","06:00","Sunday","213 Beat","4XXX East Desert Sky Court","Cave Creek","AZ","85331","Black Mountain Precinct","28952","Male","54","50s","White","Non-Hispanic","White","None","1"
"202100001426463","09/12/2021","2021","21:03","Sunday","433 Beat","1XXXX South 51st Street","Phoenix","AZ","85044","South Mountain Precinct","29018","Male","31","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100001422529","09/12/2021","2021","10:33","Sunday","432 Beat","7XXX South 40th Street","Phoenix","AZ","85042","South Mountain Precinct","29160","Male","46","40s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100001430055","09/12/2021","2021","17:38","Sunday","815 Beat","Not Available","Not Available","Not Available","Not Available","Maryvale/Estrella Precinct","32223","Female","19","<20","White","Hispanic","Hispanic","None","1"
"202100001424757","09/12/2021","2021","16:03","Sunday","611 Beat","2XXX West Bethany Home Road","Phoenix","AZ","85015","Desert Horizon Precinct","29179","Male","27","20s","White","Non-Hispanic","White","Criminal Misdemeanor","1"
